sample_id,path_number,map_name,roi_origin_px_i,roi_origin_px_j,source_relative_px_i,source_relative_px_j,ground_truth_file,obstacle_map_file,robot_path_file,num_path_steps
sample_00013,4,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_4.csv,50
sample_00013,3,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_3.csv,50
sample_00013,2,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_2.csv,50
sample_00013,1,demo,,,,,sample_00013_gt.npy,sample_00013_obstacles.npy,sample_00013_path_1.csv,50
sample_00272,2,demo,,,,,sample_00272_gt.npy,sample_00272_obstacles.npy,sample_00272_path_2.csv,50
sample_00047,2,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_2.csv,50
sample_00047,0,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_0.csv,50
sample_00047,1,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_1.csv,50
sample_00047,4,demo,,,,,sample_00047_gt.npy,sample_00047_obstacles.npy,sample_00047_path_4.csv,50
sample_00093,4,demo,,,,,sample_00093_gt.npy,sample_00093_obstacles.npy,sample_00093_path_4.csv,50
sample_00075,0,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_0.csv,50
sample_00075,4,demo,,,,,sample_00075_gt.npy,sample_00075_obstacles.npy,sample_00075_path_4.csv,50
sample_00069,2,demo,,,,,sample_00069_gt.npy,sample_00069_obstacles.npy,sample_00069_path_2.csv,50
sample_00110,1,demo,,,,,sample_00110_gt.npy,sample_00110_obstacles.npy,sample_00110_path_1.csv,50
sample_00083,4,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_4.csv,50
sample_00083,2,demo,,,,,sample_00083_gt.npy,sample_00083_obstacles.npy,sample_00083_path_2.csv,50
sample_00274,0,demo,,,,,sample_00274_gt.npy,sample_00274_obstacles.npy,sample_00274_path_0.csv,50
sample_00195,3,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_3.csv,50
sample_00195,2,demo,,,,,sample_00195_gt.npy,sample_00195_obstacles.npy,sample_00195_path_2.csv,50
sample_00198,4,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_4.csv,50
sample_00198,0,demo,,,,,sample_00198_gt.npy,sample_00198_obstacles.npy,sample_00198_path_0.csv,50
sample_00105,3,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_3.csv,50
sample_00105,2,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_2.csv,50
sample_00105,1,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_1.csv,50
sample_00105,4,demo,,,,,sample_00105_gt.npy,sample_00105_obstacles.npy,sample_00105_path_4.csv,50
sample_00207,3,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_3.csv,50
sample_00207,4,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_4.csv,50
sample_00207,2,demo,,,,,sample_00207_gt.npy,sample_00207_obstacles.npy,sample_00207_path_2.csv,50
sample_00084,2,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_2.csv,50
sample_00084,1,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_1.csv,50
sample_00084,4,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_4.csv,50
sample_00084,3,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_3.csv,50
sample_00304,2,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_2.csv,50
sample_00222,4,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_4.csv,50
sample_00251,3,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_3.csv,50
sample_00251,1,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_1.csv,50
sample_00251,0,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_0.csv,50
sample_00251,2,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_2.csv,50
sample_00002,1,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_1.csv,50
sample_00245,3,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_3.csv,50
sample_00245,4,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_4.csv,50
sample_00245,2,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_2.csv,50
sample_00315,3,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_3.csv,50
sample_00315,4,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_4.csv,50
sample_00315,0,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_0.csv,50
sample_00029,4,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_4.csv,50
sample_00231,1,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_1.csv,50
sample_00231,3,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_3.csv,50
sample_00027,4,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_4.csv,50
sample_00027,0,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_0.csv,50
sample_00027,1,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_1.csv,50
sample_00077,4,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_4.csv,50
sample_00077,3,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_3.csv,50
sample_00077,0,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_0.csv,50
sample_00077,1,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_1.csv,50
sample_00077,2,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_2.csv,50
sample_00055,0,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_0.csv,50
sample_00125,3,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_3.csv,50
sample_00125,2,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_2.csv,50
sample_00125,1,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_1.csv,50
sample_00328,2,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_2.csv,50
sample_00252,3,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_3.csv,50
sample_00252,4,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_4.csv,50
sample_00197,3,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_3.csv,50
sample_00022,4,demo,,,,,sample_00022_gt.npy,sample_00022_obstacles.npy,sample_00022_path_4.csv,50
sample_00000,1,demo,,,,,sample_00000_gt.npy,sample_00000_obstacles.npy,sample_00000_path_1.csv,50
sample_00000,3,demo,,,,,sample_00000_gt.npy,sample_00000_obstacles.npy,sample_00000_path_3.csv,50
sample_00065,1,demo,,,,,sample_00065_gt.npy,sample_00065_obstacles.npy,sample_00065_path_1.csv,50
sample_00065,4,demo,,,,,sample_00065_gt.npy,sample_00065_obstacles.npy,sample_00065_path_4.csv,50
sample_00065,3,demo,,,,,sample_00065_gt.npy,sample_00065_obstacles.npy,sample_00065_path_3.csv,50
sample_00065,2,demo,,,,,sample_00065_gt.npy,sample_00065_obstacles.npy,sample_00065_path_2.csv,50
sample_00182,3,demo,,,,,sample_00182_gt.npy,sample_00182_obstacles.npy,sample_00182_path_3.csv,50
sample_00187,1,demo,,,,,sample_00187_gt.npy,sample_00187_obstacles.npy,sample_00187_path_1.csv,50
sample_00187,4,demo,,,,,sample_00187_gt.npy,sample_00187_obstacles.npy,sample_00187_path_4.csv,50
sample_00187,2,demo,,,,,sample_00187_gt.npy,sample_00187_obstacles.npy,sample_00187_path_2.csv,50
sample_00235,0,demo,,,,,sample_00235_gt.npy,sample_00235_obstacles.npy,sample_00235_path_0.csv,50
sample_00235,2,demo,,,,,sample_00235_gt.npy,sample_00235_obstacles.npy,sample_00235_path_2.csv,50
sample_00235,3,demo,,,,,sample_00235_gt.npy,sample_00235_obstacles.npy,sample_00235_path_3.csv,50
sample_00081,3,demo,,,,,sample_00081_gt.npy,sample_00081_obstacles.npy,sample_00081_path_3.csv,50
sample_00225,2,demo,,,,,sample_00225_gt.npy,sample_00225_obstacles.npy,sample_00225_path_2.csv,50
sample_00308,2,demo,,,,,sample_00308_gt.npy,sample_00308_obstacles.npy,sample_00308_path_2.csv,50
sample_00196,0,demo,,,,,sample_00196_gt.npy,sample_00196_obstacles.npy,sample_00196_path_0.csv,50
sample_00156,2,demo,,,,,sample_00156_gt.npy,sample_00156_obstacles.npy,sample_00156_path_2.csv,50
sample_00028,3,demo,,,,,sample_00028_gt.npy,sample_00028_obstacles.npy,sample_00028_path_3.csv,50
sample_00306,3,demo,,,,,sample_00306_gt.npy,sample_00306_obstacles.npy,sample_00306_path_3.csv,50
sample_00306,4,demo,,,,,sample_00306_gt.npy,sample_00306_obstacles.npy,sample_00306_path_4.csv,50
sample_00129,3,demo,,,,,sample_00129_gt.npy,sample_00129_obstacles.npy,sample_00129_path_3.csv,50
sample_00097,3,demo,,,,,sample_00097_gt.npy,sample_00097_obstacles.npy,sample_00097_path_3.csv,50
sample_00130,2,demo,,,,,sample_00130_gt.npy,sample_00130_obstacles.npy,sample_00130_path_2.csv,50
sample_00130,4,demo,,,,,sample_00130_gt.npy,sample_00130_obstacles.npy,sample_00130_path_4.csv,50
sample_00086,0,demo,,,,,sample_00086_gt.npy,sample_00086_obstacles.npy,sample_00086_path_0.csv,50
sample_00086,2,demo,,,,,sample_00086_gt.npy,sample_00086_obstacles.npy,sample_00086_path_2.csv,50
sample_00327,3,demo,,,,,sample_00327_gt.npy,sample_00327_obstacles.npy,sample_00327_path_3.csv,50
sample_00327,1,demo,,,,,sample_00327_gt.npy,sample_00327_obstacles.npy,sample_00327_path_1.csv,50
sample_00327,2,demo,,,,,sample_00327_gt.npy,sample_00327_obstacles.npy,sample_00327_path_2.csv,50
sample_00262,1,demo,,,,,sample_00262_gt.npy,sample_00262_obstacles.npy,sample_00262_path_1.csv,50
sample_00134,1,demo,,,,,sample_00134_gt.npy,sample_00134_obstacles.npy,sample_00134_path_1.csv,50
sample_00134,4,demo,,,,,sample_00134_gt.npy,sample_00134_obstacles.npy,sample_00134_path_4.csv,50
sample_00134,3,demo,,,,,sample_00134_gt.npy,sample_00134_obstacles.npy,sample_00134_path_3.csv,50
sample_00134,0,demo,,,,,sample_00134_gt.npy,sample_00134_obstacles.npy,sample_00134_path_0.csv,50
sample_00052,3,demo,,,,,sample_00052_gt.npy,sample_00052_obstacles.npy,sample_00052_path_3.csv,50
sample_00052,4,demo,,,,,sample_00052_gt.npy,sample_00052_obstacles.npy,sample_00052_path_4.csv,50
sample_00338,1,demo,,,,,sample_00338_gt.npy,sample_00338_obstacles.npy,sample_00338_path_1.csv,50
sample_00338,0,demo,,,,,sample_00338_gt.npy,sample_00338_obstacles.npy,sample_00338_path_0.csv,50
sample_00016,0,demo,,,,,sample_00016_gt.npy,sample_00016_obstacles.npy,sample_00016_path_0.csv,50
sample_00016,2,demo,,,,,sample_00016_gt.npy,sample_00016_obstacles.npy,sample_00016_path_2.csv,50
sample_00016,4,demo,,,,,sample_00016_gt.npy,sample_00016_obstacles.npy,sample_00016_path_4.csv,50
sample_00016,3,demo,,,,,sample_00016_gt.npy,sample_00016_obstacles.npy,sample_00016_path_3.csv,50
sample_00314,0,demo,,,,,sample_00314_gt.npy,sample_00314_obstacles.npy,sample_00314_path_0.csv,50
sample_00314,2,demo,,,,,sample_00314_gt.npy,sample_00314_obstacles.npy,sample_00314_path_2.csv,50
sample_00314,3,demo,,,,,sample_00314_gt.npy,sample_00314_obstacles.npy,sample_00314_path_3.csv,50
sample_00098,3,demo,,,,,sample_00098_gt.npy,sample_00098_obstacles.npy,sample_00098_path_3.csv,50
sample_00208,2,demo,,,,,sample_00208_gt.npy,sample_00208_obstacles.npy,sample_00208_path_2.csv,50
sample_00208,3,demo,,,,,sample_00208_gt.npy,sample_00208_obstacles.npy,sample_00208_path_3.csv,50
sample_00208,1,demo,,,,,sample_00208_gt.npy,sample_00208_obstacles.npy,sample_00208_path_1.csv,50
sample_00064,0,demo,,,,,sample_00064_gt.npy,sample_00064_obstacles.npy,sample_00064_path_0.csv,50
sample_00278,4,demo,,,,,sample_00278_gt.npy,sample_00278_obstacles.npy,sample_00278_path_4.csv,50
sample_00278,3,demo,,,,,sample_00278_gt.npy,sample_00278_obstacles.npy,sample_00278_path_3.csv,50
sample_00121,1,demo,,,,,sample_00121_gt.npy,sample_00121_obstacles.npy,sample_00121_path_1.csv,50
sample_00121,2,demo,,,,,sample_00121_gt.npy,sample_00121_obstacles.npy,sample_00121_path_2.csv,50
sample_00176,0,demo,,,,,sample_00176_gt.npy,sample_00176_obstacles.npy,sample_00176_path_0.csv,50
sample_00176,3,demo,,,,,sample_00176_gt.npy,sample_00176_obstacles.npy,sample_00176_path_3.csv,50
sample_00176,1,demo,,,,,sample_00176_gt.npy,sample_00176_obstacles.npy,sample_00176_path_1.csv,50
sample_00176,2,demo,,,,,sample_00176_gt.npy,sample_00176_obstacles.npy,sample_00176_path_2.csv,50
sample_00015,1,demo,,,,,sample_00015_gt.npy,sample_00015_obstacles.npy,sample_00015_path_1.csv,50
sample_00218,2,demo,,,,,sample_00218_gt.npy,sample_00218_obstacles.npy,sample_00218_path_2.csv,50
sample_00145,3,demo,,,,,sample_00145_gt.npy,sample_00145_obstacles.npy,sample_00145_path_3.csv,50
sample_00145,2,demo,,,,,sample_00145_gt.npy,sample_00145_obstacles.npy,sample_00145_path_2.csv,50
sample_00145,1,demo,,,,,sample_00145_gt.npy,sample_00145_obstacles.npy,sample_00145_path_1.csv,50
sample_00020,3,demo,,,,,sample_00020_gt.npy,sample_00020_obstacles.npy,sample_00020_path_3.csv,50
sample_00020,4,demo,,,,,sample_00020_gt.npy,sample_00020_obstacles.npy,sample_00020_path_4.csv,50
sample_00020,1,demo,,,,,sample_00020_gt.npy,sample_00020_obstacles.npy,sample_00020_path_1.csv,50
sample_00339,4,demo,,,,,sample_00339_gt.npy,sample_00339_obstacles.npy,sample_00339_path_4.csv,50
sample_00339,0,demo,,,,,sample_00339_gt.npy,sample_00339_obstacles.npy,sample_00339_path_0.csv,50
sample_00339,2,demo,,,,,sample_00339_gt.npy,sample_00339_obstacles.npy,sample_00339_path_2.csv,50
sample_00339,1,demo,,,,,sample_00339_gt.npy,sample_00339_obstacles.npy,sample_00339_path_1.csv,50
sample_00339,3,demo,,,,,sample_00339_gt.npy,sample_00339_obstacles.npy,sample_00339_path_3.csv,50
sample_00143,4,demo,,,,,sample_00143_gt.npy,sample_00143_obstacles.npy,sample_00143_path_4.csv,50
sample_00143,0,demo,,,,,sample_00143_gt.npy,sample_00143_obstacles.npy,sample_00143_path_0.csv,50
sample_00025,3,demo,,,,,sample_00025_gt.npy,sample_00025_obstacles.npy,sample_00025_path_3.csv,50
sample_00025,2,demo,,,,,sample_00025_gt.npy,sample_00025_obstacles.npy,sample_00025_path_2.csv,50
sample_00250,0,demo,,,,,sample_00250_gt.npy,sample_00250_obstacles.npy,sample_00250_path_0.csv,50
sample_00250,2,demo,,,,,sample_00250_gt.npy,sample_00250_obstacles.npy,sample_00250_path_2.csv,50
sample_00215,4,demo,,,,,sample_00215_gt.npy,sample_00215_obstacles.npy,sample_00215_path_4.csv,50
sample_00215,0,demo,,,,,sample_00215_gt.npy,sample_00215_obstacles.npy,sample_00215_path_0.csv,50
sample_00215,2,demo,,,,,sample_00215_gt.npy,sample_00215_obstacles.npy,sample_00215_path_2.csv,50
sample_00189,1,demo,,,,,sample_00189_gt.npy,sample_00189_obstacles.npy,sample_00189_path_1.csv,50
sample_00014,2,demo,,,,,sample_00014_gt.npy,sample_00014_obstacles.npy,sample_00014_path_2.csv,50
sample_00014,1,demo,,,,,sample_00014_gt.npy,sample_00014_obstacles.npy,sample_00014_path_1.csv,50
sample_00333,4,demo,,,,,sample_00333_gt.npy,sample_00333_obstacles.npy,sample_00333_path_4.csv,50
sample_00333,3,demo,,,,,sample_00333_gt.npy,sample_00333_obstacles.npy,sample_00333_path_3.csv,50
sample_00333,0,demo,,,,,sample_00333_gt.npy,sample_00333_obstacles.npy,sample_00333_path_0.csv,50
sample_00131,3,demo,,,,,sample_00131_gt.npy,sample_00131_obstacles.npy,sample_00131_path_3.csv,50
sample_00131,2,demo,,,,,sample_00131_gt.npy,sample_00131_obstacles.npy,sample_00131_path_2.csv,50
sample_00115,1,demo,,,,,sample_00115_gt.npy,sample_00115_obstacles.npy,sample_00115_path_1.csv,50
sample_00154,4,demo,,,,,sample_00154_gt.npy,sample_00154_obstacles.npy,sample_00154_path_4.csv,50
sample_00316,1,demo,,,,,sample_00316_gt.npy,sample_00316_obstacles.npy,sample_00316_path_1.csv,50
sample_00316,4,demo,,,,,sample_00316_gt.npy,sample_00316_obstacles.npy,sample_00316_path_4.csv,50
sample_00177,0,demo,,,,,sample_00177_gt.npy,sample_00177_obstacles.npy,sample_00177_path_0.csv,50
sample_00177,2,demo,,,,,sample_00177_gt.npy,sample_00177_obstacles.npy,sample_00177_path_2.csv,50
sample_00281,4,demo,,,,,sample_00281_gt.npy,sample_00281_obstacles.npy,sample_00281_path_4.csv,50
sample_00281,2,demo,,,,,sample_00281_gt.npy,sample_00281_obstacles.npy,sample_00281_path_2.csv,50
sample_00281,0,demo,,,,,sample_00281_gt.npy,sample_00281_obstacles.npy,sample_00281_path_0.csv,50
sample_00281,3,demo,,,,,sample_00281_gt.npy,sample_00281_obstacles.npy,sample_00281_path_3.csv,50
sample_00281,1,demo,,,,,sample_00281_gt.npy,sample_00281_obstacles.npy,sample_00281_path_1.csv,50
sample_00031,3,demo,,,,,sample_00031_gt.npy,sample_00031_obstacles.npy,sample_00031_path_3.csv,50
sample_00031,4,demo,,,,,sample_00031_gt.npy,sample_00031_obstacles.npy,sample_00031_path_4.csv,50
sample_00031,0,demo,,,,,sample_00031_gt.npy,sample_00031_obstacles.npy,sample_00031_path_0.csv,50
sample_00031,2,demo,,,,,sample_00031_gt.npy,sample_00031_obstacles.npy,sample_00031_path_2.csv,50
sample_00331,1,demo,,,,,sample_00331_gt.npy,sample_00331_obstacles.npy,sample_00331_path_1.csv,50
sample_00331,2,demo,,,,,sample_00331_gt.npy,sample_00331_obstacles.npy,sample_00331_path_2.csv,50
sample_00331,0,demo,,,,,sample_00331_gt.npy,sample_00331_obstacles.npy,sample_00331_path_0.csv,50
sample_00273,0,demo,,,,,sample_00273_gt.npy,sample_00273_obstacles.npy,sample_00273_path_0.csv,50
sample_00273,3,demo,,,,,sample_00273_gt.npy,sample_00273_obstacles.npy,sample_00273_path_3.csv,50
sample_00273,2,demo,,,,,sample_00273_gt.npy,sample_00273_obstacles.npy,sample_00273_path_2.csv,50
sample_00273,1,demo,,,,,sample_00273_gt.npy,sample_00273_obstacles.npy,sample_00273_path_1.csv,50
sample_00082,4,demo,,,,,sample_00082_gt.npy,sample_00082_obstacles.npy,sample_00082_path_4.csv,50
sample_00082,3,demo,,,,,sample_00082_gt.npy,sample_00082_obstacles.npy,sample_00082_path_3.csv,50
sample_00178,3,demo,,,,,sample_00178_gt.npy,sample_00178_obstacles.npy,sample_00178_path_3.csv,50
sample_00247,3,demo,,,,,sample_00247_gt.npy,sample_00247_obstacles.npy,sample_00247_path_3.csv,50
sample_00201,4,demo,,,,,sample_00201_gt.npy,sample_00201_obstacles.npy,sample_00201_path_4.csv,50
sample_00201,3,demo,,,,,sample_00201_gt.npy,sample_00201_obstacles.npy,sample_00201_path_3.csv,50
sample_00201,0,demo,,,,,sample_00201_gt.npy,sample_00201_obstacles.npy,sample_00201_path_0.csv,50
sample_00133,2,demo,,,,,sample_00133_gt.npy,sample_00133_obstacles.npy,sample_00133_path_2.csv,50
sample_00133,1,demo,,,,,sample_00133_gt.npy,sample_00133_obstacles.npy,sample_00133_path_1.csv,50
sample_00080,3,demo,,,,,sample_00080_gt.npy,sample_00080_obstacles.npy,sample_00080_path_3.csv,50
sample_00132,4,demo,,,,,sample_00132_gt.npy,sample_00132_obstacles.npy,sample_00132_path_4.csv,50
sample_00219,0,demo,,,,,sample_00219_gt.npy,sample_00219_obstacles.npy,sample_00219_path_0.csv,50
sample_00106,2,demo,,,,,sample_00106_gt.npy,sample_00106_obstacles.npy,sample_00106_path_2.csv,50
sample_00106,4,demo,,,,,sample_00106_gt.npy,sample_00106_obstacles.npy,sample_00106_path_4.csv,50
sample_00288,4,demo,,,,,sample_00288_gt.npy,sample_00288_obstacles.npy,sample_00288_path_4.csv,50
sample_00265,1,demo,,,,,sample_00265_gt.npy,sample_00265_obstacles.npy,sample_00265_path_1.csv,50
sample_00085,3,demo,,,,,sample_00085_gt.npy,sample_00085_obstacles.npy,sample_00085_path_3.csv,50
sample_00085,1,demo,,,,,sample_00085_gt.npy,sample_00085_obstacles.npy,sample_00085_path_1.csv,50
sample_00085,0,demo,,,,,sample_00085_gt.npy,sample_00085_obstacles.npy,sample_00085_path_0.csv,50
sample_00248,4,demo,,,,,sample_00248_gt.npy,sample_00248_obstacles.npy,sample_00248_path_4.csv,50
sample_00248,0,demo,,,,,sample_00248_gt.npy,sample_00248_obstacles.npy,sample_00248_path_0.csv,50
sample_00248,1,demo,,,,,sample_00248_gt.npy,sample_00248_obstacles.npy,sample_00248_path_1.csv,50
sample_00248,3,demo,,,,,sample_00248_gt.npy,sample_00248_obstacles.npy,sample_00248_path_3.csv,50
sample_00299,1,demo,,,,,sample_00299_gt.npy,sample_00299_obstacles.npy,sample_00299_path_1.csv,50
sample_00211,3,demo,,,,,sample_00211_gt.npy,sample_00211_obstacles.npy,sample_00211_path_3.csv,50
sample_00036,1,demo,,,,,sample_00036_gt.npy,sample_00036_obstacles.npy,sample_00036_path_1.csv,50
sample_00036,0,demo,,,,,sample_00036_gt.npy,sample_00036_obstacles.npy,sample_00036_path_0.csv,50
sample_00036,2,demo,,,,,sample_00036_gt.npy,sample_00036_obstacles.npy,sample_00036_path_2.csv,50
sample_00032,2,demo,,,,,sample_00032_gt.npy,sample_00032_obstacles.npy,sample_00032_path_2.csv,50
sample_00032,0,demo,,,,,sample_00032_gt.npy,sample_00032_obstacles.npy,sample_00032_path_0.csv,50
sample_00240,2,demo,,,,,sample_00240_gt.npy,sample_00240_obstacles.npy,sample_00240_path_2.csv,50
sample_00206,2,demo,,,,,sample_00206_gt.npy,sample_00206_obstacles.npy,sample_00206_path_2.csv,50
sample_00206,3,demo,,,,,sample_00206_gt.npy,sample_00206_obstacles.npy,sample_00206_path_3.csv,50
sample_00206,1,demo,,,,,sample_00206_gt.npy,sample_00206_obstacles.npy,sample_00206_path_1.csv,50
sample_00206,4,demo,,,,,sample_00206_gt.npy,sample_00206_obstacles.npy,sample_00206_path_4.csv,50
sample_00206,0,demo,,,,,sample_00206_gt.npy,sample_00206_obstacles.npy,sample_00206_path_0.csv,50
sample_00114,3,demo,,,,,sample_00114_gt.npy,sample_00114_obstacles.npy,sample_00114_path_3.csv,50
sample_00019,3,demo,,,,,sample_00019_gt.npy,sample_00019_obstacles.npy,sample_00019_path_3.csv,50
sample_00152,4,demo,,,,,sample_00152_gt.npy,sample_00152_obstacles.npy,sample_00152_path_4.csv,50
sample_00324,1,demo,,,,,sample_00324_gt.npy,sample_00324_obstacles.npy,sample_00324_path_1.csv,50
sample_00324,4,demo,,,,,sample_00324_gt.npy,sample_00324_obstacles.npy,sample_00324_path_4.csv,50
sample_00324,3,demo,,,,,sample_00324_gt.npy,sample_00324_obstacles.npy,sample_00324_path_3.csv,50
sample_00319,4,demo,,,,,sample_00319_gt.npy,sample_00319_obstacles.npy,sample_00319_path_4.csv,50
sample_00183,3,demo,,,,,sample_00183_gt.npy,sample_00183_obstacles.npy,sample_00183_path_3.csv,50
sample_00183,2,demo,,,,,sample_00183_gt.npy,sample_00183_obstacles.npy,sample_00183_path_2.csv,50
