sample_id,path_number,map_name,roi_origin_px_i,roi_origin_px_j,source_relative_px_i,source_relative_px_j,ground_truth_file,obstacle_map_file,robot_path_file,num_path_steps
sample_00084,3,demo,,,,,sample_00084_gt.npy,sample_00084_obstacles.npy,sample_00084_path_3.csv,50
sample_00304,0,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_0.csv,50
sample_00304,4,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_4.csv,50
sample_00304,1,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_1.csv,50
sample_00304,3,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_3.csv,50
sample_00304,2,demo,,,,,sample_00304_gt.npy,sample_00304_obstacles.npy,sample_00304_path_2.csv,50
sample_00222,4,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_4.csv,50
sample_00222,0,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_0.csv,50
sample_00222,3,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_3.csv,50
sample_00222,1,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_1.csv,50
sample_00222,2,demo,,,,,sample_00222_gt.npy,sample_00222_obstacles.npy,sample_00222_path_2.csv,50
sample_00011,3,demo,,,,,sample_00011_gt.npy,sample_00011_obstacles.npy,sample_00011_path_3.csv,50
sample_00011,2,demo,,,,,sample_00011_gt.npy,sample_00011_obstacles.npy,sample_00011_path_2.csv,50
sample_00011,1,demo,,,,,sample_00011_gt.npy,sample_00011_obstacles.npy,sample_00011_path_1.csv,50
sample_00011,4,demo,,,,,sample_00011_gt.npy,sample_00011_obstacles.npy,sample_00011_path_4.csv,50
sample_00011,0,demo,,,,,sample_00011_gt.npy,sample_00011_obstacles.npy,sample_00011_path_0.csv,50
sample_00251,3,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_3.csv,50
sample_00251,1,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_1.csv,50
sample_00251,4,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_4.csv,50
sample_00251,0,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_0.csv,50
sample_00251,2,demo,,,,,sample_00251_gt.npy,sample_00251_obstacles.npy,sample_00251_path_2.csv,50
sample_00286,4,demo,,,,,sample_00286_gt.npy,sample_00286_obstacles.npy,sample_00286_path_4.csv,50
sample_00286,2,demo,,,,,sample_00286_gt.npy,sample_00286_obstacles.npy,sample_00286_path_2.csv,50
sample_00286,1,demo,,,,,sample_00286_gt.npy,sample_00286_obstacles.npy,sample_00286_path_1.csv,50
sample_00286,0,demo,,,,,sample_00286_gt.npy,sample_00286_obstacles.npy,sample_00286_path_0.csv,50
sample_00286,3,demo,,,,,sample_00286_gt.npy,sample_00286_obstacles.npy,sample_00286_path_3.csv,50
sample_00017,1,demo,,,,,sample_00017_gt.npy,sample_00017_obstacles.npy,sample_00017_path_1.csv,50
sample_00017,3,demo,,,,,sample_00017_gt.npy,sample_00017_obstacles.npy,sample_00017_path_3.csv,50
sample_00017,0,demo,,,,,sample_00017_gt.npy,sample_00017_obstacles.npy,sample_00017_path_0.csv,50
sample_00017,4,demo,,,,,sample_00017_gt.npy,sample_00017_obstacles.npy,sample_00017_path_4.csv,50
sample_00017,2,demo,,,,,sample_00017_gt.npy,sample_00017_obstacles.npy,sample_00017_path_2.csv,50
sample_00002,0,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_0.csv,50
sample_00002,2,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_2.csv,50
sample_00002,3,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_3.csv,50
sample_00002,4,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_4.csv,50
sample_00002,1,demo,,,,,sample_00002_gt.npy,sample_00002_obstacles.npy,sample_00002_path_1.csv,50
sample_00245,3,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_3.csv,50
sample_00245,4,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_4.csv,50
sample_00245,2,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_2.csv,50
sample_00245,1,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_1.csv,50
sample_00245,0,demo,,,,,sample_00245_gt.npy,sample_00245_obstacles.npy,sample_00245_path_0.csv,50
sample_00315,2,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_2.csv,50
sample_00315,3,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_3.csv,50
sample_00315,1,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_1.csv,50
sample_00315,4,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_4.csv,50
sample_00315,0,demo,,,,,sample_00315_gt.npy,sample_00315_obstacles.npy,sample_00315_path_0.csv,50
sample_00029,0,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_0.csv,50
sample_00029,3,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_3.csv,50
sample_00029,2,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_2.csv,50
sample_00029,1,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_1.csv,50
sample_00029,4,demo,,,,,sample_00029_gt.npy,sample_00029_obstacles.npy,sample_00029_path_4.csv,50
sample_00231,1,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_1.csv,50
sample_00231,2,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_2.csv,50
sample_00231,0,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_0.csv,50
sample_00231,4,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_4.csv,50
sample_00231,3,demo,,,,,sample_00231_gt.npy,sample_00231_obstacles.npy,sample_00231_path_3.csv,50
sample_00210,4,demo,,,,,sample_00210_gt.npy,sample_00210_obstacles.npy,sample_00210_path_4.csv,50
sample_00210,1,demo,,,,,sample_00210_gt.npy,sample_00210_obstacles.npy,sample_00210_path_1.csv,50
sample_00210,2,demo,,,,,sample_00210_gt.npy,sample_00210_obstacles.npy,sample_00210_path_2.csv,50
sample_00210,3,demo,,,,,sample_00210_gt.npy,sample_00210_obstacles.npy,sample_00210_path_3.csv,50
sample_00210,0,demo,,,,,sample_00210_gt.npy,sample_00210_obstacles.npy,sample_00210_path_0.csv,50
sample_00027,3,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_3.csv,50
sample_00027,4,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_4.csv,50
sample_00027,0,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_0.csv,50
sample_00027,2,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_2.csv,50
sample_00027,1,demo,,,,,sample_00027_gt.npy,sample_00027_obstacles.npy,sample_00027_path_1.csv,50
sample_00077,4,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_4.csv,50
sample_00077,3,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_3.csv,50
sample_00077,0,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_0.csv,50
sample_00077,1,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_1.csv,50
sample_00077,2,demo,,,,,sample_00077_gt.npy,sample_00077_obstacles.npy,sample_00077_path_2.csv,50
sample_00055,3,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_3.csv,50
sample_00055,2,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_2.csv,50
sample_00055,1,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_1.csv,50
sample_00055,4,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_4.csv,50
sample_00055,0,demo,,,,,sample_00055_gt.npy,sample_00055_obstacles.npy,sample_00055_path_0.csv,50
sample_00125,0,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_0.csv,50
sample_00125,3,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_3.csv,50
sample_00125,4,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_4.csv,50
sample_00125,2,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_2.csv,50
sample_00125,1,demo,,,,,sample_00125_gt.npy,sample_00125_obstacles.npy,sample_00125_path_1.csv,50
sample_00328,0,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_0.csv,50
sample_00328,2,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_2.csv,50
sample_00328,4,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_4.csv,50
sample_00328,1,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_1.csv,50
sample_00328,3,demo,,,,,sample_00328_gt.npy,sample_00328_obstacles.npy,sample_00328_path_3.csv,50
sample_00252,0,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_0.csv,50
sample_00252,3,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_3.csv,50
sample_00252,2,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_2.csv,50
sample_00252,1,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_1.csv,50
sample_00252,4,demo,,,,,sample_00252_gt.npy,sample_00252_obstacles.npy,sample_00252_path_4.csv,50
sample_00197,2,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_2.csv,50
sample_00197,0,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_0.csv,50
sample_00197,4,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_4.csv,50
sample_00197,3,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_3.csv,50
sample_00197,1,demo,,,,,sample_00197_gt.npy,sample_00197_obstacles.npy,sample_00197_path_1.csv,50
sample_00038,3,demo,,,,,sample_00038_gt.npy,sample_00038_obstacles.npy,sample_00038_path_3.csv,50
sample_00038,1,demo,,,,,sample_00038_gt.npy,sample_00038_obstacles.npy,sample_00038_path_1.csv,50
sample_00038,0,demo,,,,,sample_00038_gt.npy,sample_00038_obstacles.npy,sample_00038_path_0.csv,50
sample_00038,2,demo,,,,,sample_00038_gt.npy,sample_00038_obstacles.npy,sample_00038_path_2.csv,50
sample_00038,4,demo,,,,,sample_00038_gt.npy,sample_00038_obstacles.npy,sample_00038_path_4.csv,50
sample_00118,4,demo,,,,,sample_00118_gt.npy,sample_00118_obstacles.npy,sample_00118_path_4.csv,50
sample_00118,3,demo,,,,,sample_00118_gt.npy,sample_00118_obstacles.npy,sample_00118_path_3.csv,50
